Microthlaspi erraticum,Me
Microtoena patchoulii,Mp
Mikania burchellii,Mb
Mikania cordata,Mc
Mikania glomerata,Mg
Mikania involucrata,Mi
Mikania laevigata,Ml
Mikania micrantha,Mm
Mikania paranensis,Mp
Minthostachys mollis,Mm
Minthostachys verticillata,Mv
Mitranthes ottonis,Mo
Mitrantia bilocularis,Mb
Monarda citriodora,Mc
Monarda didyma,Md
Monodora myristica,Mm
Montanoa tomentosa,Mt
Morella pubescens,Mp
Morina longifolia,Ml
Morus notabilis,Mn
Mosiera ehrenbergii,Me
Mosiera longipes,Ml
Murraya koenigii,Mk
Musa acuminata,Ma
Musa balbisiana,Mb
Musa sapientum,Ms
Musa schizocarpa,Ms
Myrceugenia alpigena,Ma
Myrceugenia campestris,Mc
Myrceugenia glaucescens,Mg
Myrceugenia mesomischa,Mm
Myrceugenia miersiana,Mm
Myrceugenia myrcioides,Mm
Myrcia fosteri,Mf
Myrcia laruotteana,Ml
Myrcianthes coquimbensis,Mc
Myrcianthes fragrans,Mf
Myrcianthes osteomeloides,Mo
Myrcianthes pseudomato,Mp
Myrciaria dubia,Md
Myrciaria tenella,Mt
Myrica gale,Mg
Myristica fragrans,Mf
Myrothamnus moschatus,Mm
Myrrhis odorata,Mo
Myrrhoides nodosa,Mn
Myrtus communis,Mc
Nashia inaguensis,Ni
Nasturtium officinale,No
Nelumbo nucifera,Nn
Neofinetia falcata,Nf
Neolitsea australiensis,Na
Neolitsea brassii,Nb
Neolitsea dealbata,Nd
Neolitsea fischeri,Nf
Neomitranthes obscura,No
Nepeta betonicifolia,Nb
Nepeta bornmuelleri,Nb
Nepeta bracteata,Nb
Nepeta cataria,Nc
Nepeta cephalotes,Nc
Nepeta curviflora,Nc
Nepeta denudata,Nd
Nepeta elymaitica,Ne
Nepeta gloeocephala,Ng
Nepeta glomerulosa,Ng
Nepeta govaniana,Ng
Nepeta haussknechtii,Nh
Nepeta heliotropifolia,Nh
Nepeta kotschyi,Nk
Nepeta menthoides,Nm
Nepeta meyeri,Nm
Nepeta mirzayanii,Nm
Nepeta nuda,Nn
Nepeta pannonica,Np
Nepeta pogonosperma,Np
Nepeta rtanjensis,Nr
Nepeta sessilifolia,Ns
Nepeta sibirica,Ns
Nepeta sulfuriflora,Ns
Nepeta trachonitica,Nt
Nicotiana attenuata,Na
Nicotiana benthamiana,Nb
Nicotiana sylvestris,Ns
Nicotiana tomentosiformis,Nt
Nigella damascena,Nd
Nigella sativa,Ns
Nigritella nigra,Nn
Nyssa sinensis,Ns
Ochrosperma lineare,Ol
Ocimum americanum,Oa
Ocimum basilicum,Ob
Ocimum ciliatum,Oc
Ocimum gratissimum,Og
Ocimum micranthum,Om
Ocimum minimum,Om
Ocimum sanctum,Os
Ocimum selloi,Os
Ocimum tenuiflorum,Ot
Oenanthe crocata,Oc
Oenanthe divaricata,Od
Olea europaea,Oe
Oliveria decumbens,Od
Ononis natrix,On
Ophryosporus heptanthus,Oh
Ophryosporus pinifolius,Op
Origanum acutidens,Oa
Origanum adanense,Oa
Origanum bargyli,Ob
Origanum bastetanum,Ob
Origanum boissieri,Ob
Origanum calcaratum,Oc
Origanum cordifolium,Oc
Origanum dayi,Od
Origanum dictamnus,Od
Origanum ehrenbergii,Oe
Origanum elongatum,Oe
Origanum floribundum,Of
Origanum husnucan-baseri,Oh
Origanum hypericifolium,Oh
Origanum intercedens,Oi
Origanum leptocladum,Ol
Origanum majoricum,Om
Origanum minoanum,Om
Origanum minutiflorum,Om
Origanum onites,Oo
Origanum saccatum,Os
Origanum scabrum,Os
Origanum solymicum,Os
Origanum syriacum,Os
Origanum vulgare,Ov
Oropetium thomaeum,Ot
Oryza barthii,Ob
Oryza brachyantha,Ob
Oryza glumipatula,Og
Oryza meridionalis,Om
Oryza meyeriana,Om
Oryza nivara,On
Oryza punctata,Op
Oryza rufipogon,Or
Oryza sativa,Os
Osmanthus fragrans,Of
Otanthus maritimus,Om
Otostegia michauxii,Om
Oxytropis falcata,Of
Ozothamnus diosmifolius,Od
Paeonia emodi,Pe
Panax ginseng,Pg
Pandanus fascicularis,Pf
Pandanus odoratissimus,Po
Panicum hallii,Ph
Panicum miliaceum,Pm
Panicum virgatum,Pv
Papaver somniferum,Ps
Parasponia andersonii,Pa
Parthenium hysterophorus,Ph
Pectis floribunda,Pf
Pelargonium graveolens,Pg
Pentaceras australe,Pa
Pentapleura subulifera,Ps
Peperomia pellucida,Pp
Perilla frutescens,Pf
Perovskia abrotanoides,Pa
Perovskia atriplicifolia,Pa
Persea schiedeana,Ps
Persian lime,Pl
Persicaria hydropiper,Ph
Petiveria alliacea,Pa
Peucedanum cervariifolium,Pc
Peucedanum officinale,Po
Phania cajalbanica,Pc
Phaseolus angularis,Pa
Phaseolus vulgaris,Pv
Phellodendron chinense,Pc
Phellolophium madagascariense,Pm
Philodendron acutatum,Pa
Philodendron fragrantissimum,Pf
Philodendron imbe,Pi
Phlomis aucheri,Pa
Phlomis bourgaei,Pb
Phlomis bracteosa,Pb
Phlomis cancellata,Pc
Phlomis chimerae,Pc
Phlomis elliptica,Pe
Phlomis fruticosa,Pf
Phlomis herba-venti,Ph
Phlomis nissolii,Pn
Phlomis olivieri,Po
Phlomis persica,Pp
Phlomis pungens,Pp
Phlomis rigida,Pr
Phlomis samia,Ps
Phlomis vuralii,Pv
Phyla dulcis,Pd
Physcomitrium patens,Pp
Physocaulis nodosus,Pn
Picea abies,Pa
Picea glauca,Pg
Picea sitchensis,Ps
Pilgerodendron uviferum,Pu
Pilocarpus jaborandi,Pj
Pilocarpus spicatus,Ps
Pilocarpus trachylophus,Pt
Pimenta adenoclada,Pa
Pimenta dioica,Pd
Pimenta pseudocaryophyllus,Pp
Pimpinella acuminata,Pa
Pimpinella affinis,Pa
Pimpinella anisactis,Pa
Pimpinella anisetum,Pa
Pimpinella anisum,Pa
Pimpinella aurea,Pa
Pimpinella barbata,Pb
Pimpinella saxifraga,Ps
Pinus banksiana,Pb
Pinus caribaea,Pc
Pinus contorta,Pc
Pinus insularis,Pi
Pinus laricio,Pl
Pinus merkusii,Pm
Pinus sylvestris,Ps
Pinus taeda,Pt
Piper barbatum,Pb
Piper borbonense,Pb
Piper capense,Pc
Piper cernuum,Pc
Piper chaba,Pc
Piper dactylostigmum,Pd
Piper divaricatum,Pd
Piper longum,Pl
Piper mikanianum,Pm
Piper nigrum,Pn
Piper officinarum,Po
Piper plurinervosum,Pp
Piper vitaceum,Pv
Pistacia atlantica,Pa
Pistacia lentiscus,Pl
Pisum sativum,Ps
Pitaviaster haplophyllus,Ph
Pittosporum tobira,Pt
plant salvia,ps
Platonia insignis,Pi
Platycladus orientalis,Po
Plectranthus amboinicus,Pa
Plectranthus barbatus,Pb
Plectranthus melissoides,Pm
Plectranthus neochilus,Pn
Plinia dermatodes,Pd
Plinia rubrinervis,Pr
Pluchea purpurascens,Pp
Pluchea rosea,Pr
Podachaenium eminens,Pe
Pogostemon cablin,Pc
Pogostemon heyneanus,Ph
Pogostemon travancoricus,Pt
Polygala cyparissias,Pc
Polygala paniculata,Pp
Polylepis besseri,Pb
Polymnia sonchifolia,Ps
Poncirus trifoliata,Pt
Populus alba,Pa
Populus canescens,Pc
Populus deltoides,Pd
Populus tremuloides,Pt
Populus trichocarpa,Pt
Porophyllum ruderale,Pr
Portenschlagiella ramosissima,Pr
Portlandia albiflora,Pa
Portlandia coccinea,Pc
Portlandia grandiflora,Pg
Portlandia proctorii,Pp
Potentilla grandiflora,Pg
Potentilla micrantha,Pm
Pourouma mollis,Pm
Pourouma velutina,Pv
Prangos acaulis,Pa
Prangos bornmuelleri,Pb
Prangos denticulata,Pd
Prangos ferulacea,Pf
Prangos latiloba,Pl
Prangos uechtritzii,Pu
Prangos uloptera,Pu
Prostanthera staurophylla,Ps
Protium apiculatum,Pa
Protium grandifolium,Pg
Protium hebetatum,Ph
Protium heptaphyllum,Ph
Protium paniculatum,Pp
Protium spruceanum,Ps
Protium strumosum,Ps
Protium tenuifolium,Pt
Prunus dulcis,Pd
Prunus persica,Pp
Prunus phaeosticta,Pp
Prunus salicina,Ps
Prunus sibirica,Ps
Prunus yedoensis,Py
Pseudobrickellia brasiliensis,Pb
Pseudolarix amabilis,Pa
Pseudotsuga menziesii,Pm
Psiadia arguta,Pa
Psiadia lucida,Pl
Psidium cattleianum,Pc
Psidium cymosum,Pc
Psidium friedrichsthalinum,Pf
Psidium guajava,Pg
Psidium guineense,Pg
Psidium myrsinites,Pm
Psidium parvifolium,Pp
Psidium salutare,Ps
Psidium sartorianum,Ps
Psidium wrightii,Pw
Psorothamnus scoparius,Ps
Pterocarya fraxinifolia,Pf
Pteryxia terebinthina,Pt
Pueraria montana,Pm
Pulicaria dysenterica,Pd
Pulicaria glutinosa,Pg
Punica granatum,Pg
Pycnocycla bashagardiana,Pb
Pycnocycla musiformis,Pm
Pycnocycla nodiflora,Pn
Pycnocycla spinosa,Ps
Pyrus betulifolia,Pb
Pyrus bretschneideri,Pb
Pyrus communis,Pc
Pyrus pyrifolia,Pp
Pyrus ussuriensis,Pu
Quercus ilex,Qi
Raphanus sativus,Rs
Ravensara aromatica,Ra
Rhabdosciadium petiolare,Rp
Rhizophora stylosa,Rs
Rhododendron anthopogon,Ra
Rhododendron lepidotum,Rl
Rhynchosia minima,Rm
Ribes nigrum,Rn
Ricinus communis,Rc
Ridolfia segetum,Rs
Ristantia gouldii,Rg
Ristantia pachysperma,Rp
Ristantia waterhousei,Rw
Rollinia mucosa,Rm
Rosa abyssinica,Ra
Rosa bourbonia,Rb
Rosa brunonii,Rb
Rosa chinensis,Rc
Rosa foetida,Rf
Rosa hybrid,Rh
Rosa multiflora,Rm
Rosa sinensis,Rs
Rosmarinus eriocalyx,Re
Rosmarinus officinalis,Ro
Rubus chingii,Rc
Rubus occidentalis,Ro
Rubus ulmifolius,Ru
Russowia sogdiana,Rs
Ruta chalepensis,Rc
Ruta graveolens,Rg
Saccocalyx saturejoides,Ss
Salix brachista,Sb
Salix purpurea,Sp
Salvia aethiopis,Sa
Salvia amplexicaulis,Sa
Salvia angulata,Sa
Salvia apiana,Sa
Salvia atropatana,Sa
Salvia aucheri,Sa
Salvia aytachii,Sa
Salvia ballsiana,Sb
Salvia brachyodon,Sb
Salvia chudaei,Sc
Salvia compressa,Sc
Salvia cryptantha,Sc
Salvia cyanescens,Sc
Salvia divaricata,Sd
Salvia divinorum,Sd
Salvia eremophila,Se
Salvia euphratica,Se
Salvia fruticosa,Sf
Salvia glutinosa,Sg
Salvia hypoleuca,Sh
Salvia kronenburgii,Sk
Salvia leriifolia,Sl
Salvia leucantha,Sl
Salvia limbata,Sl
Salvia macrochlamys,Sm
Salvia miltiorrhiza,Sm
Salvia moorcroftiana,Sm
Salvia nemorosa,Sn
Salvia nubicola,Sn
Salvia nydeggeri,Sn
Salvia officinalis,So
Salvia pachystachya,Sp
Salvia palaestina,Sp
Salvia persepolitana,Sp
Salvia pomifera,Sp
Salvia pseudeuphratica,Sp
Salvia recognita,Sr
Salvia rhytidea,Sr
Salvia ringens,Sr
Salvia russellii,Sr
Salvia sahendica,Ss
Salvia sclarea,Ss
Salvia sclareopsis,Ss
Salvia splendens,Ss
Salvia tomentosa,St
Salvia verbascifolia,Sv
Salvia verbenaca,Sv
Salvia verticillata,Sv
Salvia xanthocheila,Sx
Santalum album,Sa
Santalum austrocaledonicum,Sa
Santalum insulare,Si
Santalum macgregorii,Sm
Santalum murrayanum,Sm
Santalum spicatum,Ss
Santolina chamaecyparissus,Sc
Santolina oblongifolia,So
Satureja atropatana,Sa
Satureja bachtiarica,Sb
Satureja boissieri,Sb
Satureja cuneifolia,Sc
Satureja hortensis,Sh
Satureja horvatii,Sh
Satureja icarica,Si
Satureja juliana,Sj
Satureja montana,Sm
Satureja multiflora,Sm
Satureja mutica,Sm
Satureja parnassica,Sp
Satureja pilosa,Sp
Satureja sahendica,Ss
Satureja spinosa,Ss
Satureja subspicata,Ss
Satureja thymbra,St
Satureja viminea,Sv
Satureja visianii,Sv
Scandix iberica,Si
Schinus molle,Sm
Schizonepeta annua,Sa
Scleria hirtella,Sh
Sclerorhachis platyrachis,Sp
Scorzonera undulata,Su
Scutellaria albida,Sa
Scutellaria californica,Sc
Scutellaria pinnatifida,Sp
Scutellaria repens,Sr
Scutellaria rupestris,Sr
Scutellaria sieberi,Ss
Scutellaria volubilis,Sv
Selaginella moellendorffii,Sm
Semenovia dichotoma,Sd
Semenovia suffruticosa,Ss
Semenovia tragioides,St
Senecio adenotrichius,Sa
Senecio farfarifolius,Sf
Senecio royleanus,Sr
Senecio rufinervis,Sr
Senecio squalidus,Ss
Senecio zoellneri,Sz
Seseli buchtormense,Sb
Seseli campestre,Sc
Seseli peucedanoides,Sp
Seseli resinosum,Sr
Seseli rigidum,Sr
Seseli tortuosum,St
Setaria italica,Si
Setaria viridis,Sv
Sideritis argyrea,Sa
Sideritis clandestina,Sc
Sideritis congesta,Sc
Sideritis hololeuca,Sh
Sideritis montana,Sm
Sideritis pusilla,Sp
Sideritis raeseri,Sr
Sideritis scardica,Ss
Sideritis sipylea,Ss
Sideritis stricta,Ss
Sideritis syriaca,Ss
Sideritis taurica,St
Silphium integrifolium,Si
Siparuna guianensis,Sg
Siparuna thecaphora,St
Siraitia grosvenorii,Sg
Sium latifolium,Sl
Smallanthus maculatus,Sm
Smyrnium cordifolium,Sc
Solanum chilense,Sc
Solanum habrochaites,Sh
Solanum lycopersicum,Sl
Solanum melongena,Sm
Solanum pennellii,Sp
Solanum pimpinellifolium,Sp
Solanum tuberosum,St
Solidago decurrens,Sd
Solidago litoralis,Sl
Solidago puberula,Sp
Solidago virgaurea,Sv
Sorghum bicolor,Sb
Sphaeranthus indicus,Si
Sphaerantia chartacea,Sc
Sphaerantia discolor,Sd
Sphagneticola trilobata,St
Sphagnum fallax,Sf
Spilanthes acmella,Sa
Spinacia oleracea,So
Spirodela polyrhiza,Sp
Stachys acerosa,Sa
Stachys asterocalyx,Sa
Stachys benthamiana,Sb
Stachys byzantina,Sb
Stachys circinata,Sc
Stachys corsica,Sc
Stachys lavandulifolia,Sl
Stachys milanii,Sm
Stachys multicaulis,Sm
Stachys obtusicrena,So
Stachys officinalis,So
Stachys persica,Sp
Stachys pilifera,Sp
Stachys recta,Sr
Stachys schtschegleevii,Ss
Steganotaenia araliacea,Sa
Stenotaenia nudicaulis,Sn
Sterculia tragacantha,St
Stevia rebaudiana,Sr
Striga asiatica,Sa
Sundacarpus amarus,Sa
sweet potato,sp
Syzygium aromaticum,Sa
Syzygium cordatum,Sc
Syzygium gardneri,Sg
Syzygium malaccense,Sm
Tagetes erecta,Te
Tagetes filifolia,Tf
Tagetes lucida,Tl
Tagetes minuta,Tm
Tagetes multiflora,Tm
Tagetes patula,Tp
Tagetes tenuifolia,Tt
Talauma ovata,To
Talisia esculenta,Te
Tamarindus indica,Ti
Tanacetum annuum,Ta
Tanacetum balsamita,Tb
Tanacetum cadmeum,Tc
Tanacetum cinerariifolium,Tc
Tanacetum densum,Td
Tanacetum khorassanicum,Tk
Tanacetum larvatum,Tl
Tanacetum macrophyllum,Tm
Tanacetum nubigenum,Tn
Tanacetum parthenium,Tp
Tanacetum polycephalum,Tp
Tanacetum vulgare,Tv
Taxodium distichum,Td
Taxus baccata,Tb
Taxus brevifolia,Tb
Taxus wallichiana,Tw
Tephrosia cinerea,Tc
Tephrosia densiflora,Td
Tephrosia egregia,Te
Tephrosia persica,Tp
Tephrosia vogelii,Tv
Tessaria absinthioides,Ta
Tetraclinis articulata,Ta
Teucrium alopecurus,Ta
Teucrium antitauricum,Ta
Teucrium arduinii,Ta
Teucrium atratum,Ta
Teucrium botrys,Tb
Teucrium carolipaui,Tc
Teucrium chamaedrys,Tc
Teucrium creticum,Tc
Teucrium flavum,Tf
Teucrium mascatense,Tm
Teucrium massiliense,Tm
Teucrium melissoides,Tm
Teucrium montanum,Tm
Teucrium multicaule,Tm
Teucrium orientale,To
Teucrium persicum,Tp
Teucrium pestalozzae,Tp
Teucrium polium,Tp
Teucrium sandrasicum,Ts
Teucrium scordium,Ts
Teucrium stocksianum,Ts
Thamnosciadium junceum,Tj
Thamnosma montana,Tm
Thapsia garganica,Tg
Thapsia maxima,Tm
Thapsia villosa,Tv
Theobroma bicolor,Tb
Theobroma cacao,Tc
Thevetia peruviana,Tp
Thryptomene hexandra,Th
Thryptomene oligandra,To
Thryptomene parviflora,Tp
Thymbra capitata,Tc
Thymbra spicata,Ts
Thymus albicans,Ta
Thymus algeriensis,Ta
Thymus arundanus,Ta
Thymus atticus,Ta
Thymus baeticus,Tb
Thymus bracteosus,Tb
Thymus canoviridis,Tc
Thymus capitatus,Tc
Thymus carnosus,Tc
Thymus caucasicus,Tc
Thymus cilicicus,Tc
Thymus daenensis,Td
Thymus fallax,Tf
Thymus fedtschenkoi,Tf
Thymus fontanesii,Tf
Thymus herba-barona,Th
Thymus kotschyanus,Tk
Thymus leucostomus,Tl
Thymus longicaulis,Tl
Thymus mastichina,Tm
Thymus munbyanus,Tm
Thymus numidicus,Tn
Thymus oblongifolius,To
Thymus pallescens,Tp
Thymus pallidus,Tp
Thymus pectinatus,Tp
Thymus persicus,Tp
Thymus pubescens,Tp
Thymus pulegioides,Tp
Thymus richardii,Tr
Thymus roegneri,Tr
Thymus saturejoides,Ts
Thymus spinulosus,Ts
Thymus striatus,Ts
Thymus subcollinus,Ts
Thymus vulgaris,Tv
Thymus zygioides,Tz
Thymus zygis,Tz
Tordylium aegyptiacum,Ta
Tordylium apulum,Ta
Tordylium hasselquistiae,Th
Tordylium lanatum,Tl
Tordylium pestalozzae,Tp
Tordylium pustulosum,Tp
Tordylium syriacum,Ts
Tordylium trachycarpum,Tt
Torilis arvensis,Ta
Trachyspermum ammi,Ta
Trachyspermum roxburghianum,Tr
Trema orientale,To
Trifolium medium,Tm
Trifolium pratense,Tp
Trinia glauca,Tg
Tripterygium wilfordii,Tw
Tristania neriifolia,Tn
Tristaniopsis collina,Tc
Tristaniopsis exiliflora,Te
Tristaniopsis laurina,Tl
Triticum aestivum,Ta
Triticum turgidum,Tt
Triticum urartu,Tu
Ulva rigida,Ur
unresolved name,un
Uvariodendron calophyllum,Uc
Valeriana alpestris,Va
Valeriana hardwickii,Vh
Valeriana jatamansi,Vj
Valeriana officinalis,Vo
Varthemia persica,Vp
Vernonia migeodii,Vm
Vernonia perrottetii,Vp
Vigna angularis,Va
Vigna exilis,Ve
Vigna indica,Vi
Vigna marina,Vm
Vigna minima,Vm
Vigna mungo,Vm
Vigna radiata,Vr
Vigna riukiuensis,Vr
Vigna stipulacea,Vs
Vigna trilobata,Vt
Vigna unguiculata,Vu
Vigna vexillata,Vv
Viguiera dentata,Vd
Vitex agnus-castus,Va
Viticipremna queenslandica,Vq
Vitis vinifera,Vv
Water mint,Wm
Waterhousea floribunda,Wf
Waterhousea hedraiophylla,Wh
Waterhousea mulgraveana,Wm
Waterhousea unipunctata,Wu
Wax gourd,Wg
Welsh onion,Wo
Xanthium brasilicum,Xb
Xanthium strumarium,Xs
Xanthogalum purpurascens,Xp
Xanthostemon arenarius,Xa
Xanthostemon chrysanthus,Xc
Xanthostemon crenulatus,Xc
Xanthostemon eucalyptoides,Xe
Xanthostemon formosus,Xf
Xanthostemon oppositifolius,Xo
Xanthostemon paradoxus,Xp
Xanthostemon psidioides,Xp
Xanthostemon umbrosus,Xu
Xanthostemon verticillatus,Xv
Xanthostemon whitei,Xw
Xanthostemon youngii,Xy
Xeranthemum annuum,Xa
Xylopia aethiopica,Xa
Xylopia aromatica,Xa
Xylopia brasiliensis,Xb
Xylopia frutescens,Xf
Yulania denudata,Yd
Zanthoxylum brachyacanthum,Zb
Zanthoxylum ekmanii,Ze
Zanthoxylum limonella,Zl
Zanthoxylum nitidum,Zn
Zanthoxylum ovalifolium,Zo
Zanthoxylum parviflorum,Zp
Zanthoxylum pinnatum,Zp
Zanthoxylum procerum,Zp
Zanthoxylum rhetsa,Zr
Zanthoxylum syncarpum,Zs
Zanthoxylum veneficum,Zv
Zanthoxylum zanthoxyloides,Zz
Zataria multiflora,Zm
Zea diploperennis,Zd
Zea mays,Zm
Zea perennis,Zp
Zhumeria majdae,Zm
Zingiber neesanum,Zn
Zingiber officinale,Zo
Zingiber zerumbet,Zz
Zinnia elegans,Ze
Ziziphora clinopodioides,Zc
Ziziphora persica,Zp
Ziziphus spina-christi,Zs
Zostera marina,Zm
